종목코드,기준일,최고가일,최고수익률
016250,2020.03.20,2020.04.01,48
108230,2020.03.20,2020.05.18,143
068270,2020.03.23,2020.03.31,30
017180,2020.03.23,2020.05.18,59
003000,2020.03.23,2020.04.16,76
007570,2020.03.23,2020.03.31,50
053030,2020.03.23,2020.05.18,60
068760,2020.03.23,2020.05.15,98
091990,2020.03.23,2020.05.15,43
263050,2020.03.23,2020.03.31,29
016250,2020.03.23,2020.04.01,57
203690,2020.03.23,2020.04.07,38
068270,2020.03.24,2020.03.31,24
001060,2020.03.24,2020.05.14,43
017180,2020.03.24,2020.05.18,57
010600,2020.03.24,2020.05.18,24
053030,2020.03.24,2020.05.18,56
082920,2020.03.24,2020.05.11,2
268600,2020.03.24,2020.05.04,27
088800,2020.03.24,2020.04.22,20
016250,2020.03.24,2020.04.01,49
083790,2020.03.24,2020.03.31,31
203690,2020.03.24,2020.04.07,25
001060,2020.03.25,2020.05.14,40
119860,2020.03.25,2020.05.14,31
065660,2020.03.25,2020.04.20,14
082920,2020.03.25,2020.05.11,0
067920,2020.03.25,2020.05.11,16
016250,2020.03.25,2020.04.01,48
083790,2020.03.25,2020.03.31,33
206650,2020.03.25,2020.04.10,21
285130,2020.03.26,2020.05.18,43
084690,2020.03.26,2020.05.14,56
001060,2020.03.26,2020.05.14,26
033660,2020.03.26,2020.05.15,20
017180,2020.03.26,2020.05.18,50
033270,2020.03.26,2020.03.30,34
031390,2020.03.26,2020.04.07,30
119860,2020.03.26,2020.05.14,42
088350,2020.03.26,2020.04.17,20
000370,2020.03.26,2020.05.15,57
065660,2020.03.26,2020.04.20,16
127120,2020.03.26,2020.05.14,69
215600,2020.03.26,2020.04.07,10
174900,2020.03.26,2020.04.13,58
182400,2020.03.26,2020.05.12,72
141080,2020.03.26,2020.05.13,39
263050,2020.03.26,2020.03.31,17
187420,2020.03.26,2020.05.14,53
072770,2020.03.26,2020.04.09,42
067920,2020.03.26,2020.05.11,15
016250,2020.03.26,2020.04.01,34
018290,2020.03.26,2020.04.23,27
083790,2020.03.26,2020.03.31,22
085660,2020.03.26,2020.05.18,48
150840,2020.03.26,2020.04.09,7
048530,2020.03.26,2020.05.14,21
204630,2020.03.26,2020.05.19,108
057880,2020.03.26,2020.04.08,40
095700,2020.03.26,2020.05.13,32
006280,2020.03.27,2020.04.07,40
011930,2020.03.27,2020.05.11,10
084690,2020.03.27,2020.05.14,65
001060,2020.03.27,2020.05.14,30
090370,2020.03.27,2020.05.15,45
017180,2020.03.27,2020.05.18,52
003060,2020.03.27,2020.04.27,50
003850,2020.03.27,2020.05.15,29
003000,2020.03.27,2020.04.16,68
031390,2020.03.27,2020.04.07,29
000100,2020.03.27,2020.03.31,2
016580,2020.03.27,2020.04.06,11
058820,2020.03.27,2020.05.12,28
007570,2020.03.27,2020.03.31,37
120240,2020.03.27,2020.05.07,19
088350,2020.03.27,2020.04.17,27
000370,2020.03.27,2020.05.15,64
006620,2020.03.27,2020.05.18,32
289010,2020.03.27,2020.03.30,30
072870,2020.03.27,2020.03.30,29
140410,2020.03.27,2020.05.08,45
065660,2020.03.27,2020.04.20,19
215600,2020.03.27,2020.04.07,9
127120,2020.03.27,2020.05.14,78
207760,2020.03.27,2020.05.06,34
101400,2020.03.27,2020.05.04,32
238090,2020.03.27,2020.05.14,23
206640,2020.03.27,2020.04.27,70
238120,2020.03.27,2020.05.14,27
200780,2020.03.27,2020.03.31,35
268600,2020.03.27,2020.05.04,20
187420,2020.03.27,2020.05.14,54
123330,2020.03.27,2020.05.19,30
065440,2020.03.27,2020.04.01,28
016250,2020.03.27,2020.04.01,24
085660,2020.03.27,2020.05.18,51
083790,2020.03.27,2020.03.31,20
150840,2020.03.27,2020.04.09,6
206650,2020.03.27,2020.04.10,23
057880,2020.03.27,2020.04.08,49
195990,2020.03.27,2020.05.19,16
204630,2020.03.27,2020.05.19,107
108230,2020.03.27,2020.05.18,136
095700,2020.03.27,2020.05.13,31
243070,2020.03.27,2020.05.15,19
006280,2020.03.30,2020.04.07,27
005250,2020.03.30,2020.04.07,33
019680,2020.03.30,2020.03.31,21
001360,2020.03.30,2020.04.01,4
000210,2020.03.30,2020.04.29,31
000215,2020.03.30,2020.04.28,15
068290,2020.03.30,2020.04.28,34
005360,2020.03.30,2020.05.15,27
008350,2020.03.30,2020.04.06,40
095720,2020.03.30,2020.04.23,4
026940,2020.03.30,2020.04.06,11
000220,2020.03.30,2020.04.08,34
099220,2020.03.30,2020.03.31,0
144510,2020.03.30,2020.04.13,47
031390,2020.03.30,2020.04.07,20
016450,2020.03.30,2020.05.11,9
016580,2020.03.30,2020.04.06,5
18064K,2020.03.30,2020.04.17,-5
078130,2020.03.30,2020.04.17,36
067280,2020.03.30,2020.03.31,6
072870,2020.03.30,2020.03.31,-5
032850,2020.03.30,2020.05.19,125
289010,2020.03.30,2020.03.31,-10
109960,2020.03.30,2020.04.28,85
100790,2020.03.30,2020.05.19,40
068930,2020.03.30,2020.05.11,-4
101400,2020.03.30,2020.05.04,35
050120,2020.03.30,2020.05.18,61
174900,2020.03.30,2020.04.13,42
038460,2020.03.30,2020.05.04,17
182400,2020.03.30,2020.05.12,52
225330,2020.03.30,2020.05.18,29
299910,2020.03.30,2020.05.12,49
238120,2020.03.30,2020.05.14,15
067170,2020.03.30,2020.05.18,20
042500,2020.03.30,2020.05.11,43
226950,2020.03.30,2020.05.15,23
224060,2020.03.30,2020.04.07,3
065440,2020.03.30,2020.04.01,12
009730,2020.03.30,2020.04.14,87
016250,2020.03.30,2020.04.01,17
096240,2020.03.30,2020.05.19,32
032620,2020.03.30,2020.05.18,182
093320,2020.03.30,2020.05.12,46
053660,2020.03.30,2020.03.31,-9
200230,2020.03.30,2020.03.31,29
005030,2020.03.31,2020.04.20,16
005250,2020.03.31,2020.04.07,23
014710,2020.03.31,2020.05.06,33
008970,2020.03.31,2020.04.20,28
019680,2020.03.31,2020.04.02,-13
006120,2020.03.31,2020.05.18,37
207940,2020.03.31,2020.05.13,27
000210,2020.03.31,2020.04.29,19
000215,2020.03.31,2020.04.28,7
009270,2020.03.31,2020.05.08,30
084690,2020.03.31,2020.05.14,49
001360,2020.03.31,2020.04.01,6
068290,2020.03.31,2020.04.28,22
002100,2020.03.31,2020.04.20,37
001060,2020.03.31,2020.05.14,16
009440,2020.03.31,2020.05.11,18
001390,2020.03.31,2020.05.07,36
009290,2020.03.31,2020.05.15,23
010960,2020.03.31,2020.04.22,47
002150,2020.03.31,2020.05.08,35
017180,2020.03.31,2020.05.18,33
002210,2020.03.31,2020.05.12,27
028100,2020.03.31,2020.04.22,42
095720,2020.03.31,2020.04.23,9
025560,2020.03.31,2020.04.09,-1
004980,2020.03.31,2020.04.22,63
033270,2020.03.31,2020.05.18,0
070960,2020.03.31,2020.05.08,38
126560,2020.03.31,2020.05.07,42
017800,2020.03.31,2020.04.20,15
008250,2020.03.31,2020.05.08,35
026940,2020.03.31,2020.04.06,6
053290,2020.03.31,2020.05.11,-5
016450,2020.03.31,2020.05.11,14
013360,2020.03.31,2020.05.07,39
007110,2020.03.31,2020.05.08,59
255220,2020.03.31,2020.04.22,57
006390,2020.03.31,2020.04.22,58
144510,2020.03.31,2020.04.13,40
016580,2020.03.31,2020.04.06,1
271980,2020.03.31,2020.05.15,100
054050,2020.03.31,2020.04.23,21
005110,2020.03.31,2020.05.08,30
033180,2020.03.31,2020.04.17,25
101530,2020.03.31,2020.04.01,29
000720,2020.03.31,2020.04.22,28
198440,2020.03.31,2020.05.08,69
064350,2020.03.31,2020.05.08,48
010040,2020.03.31,2020.05.08,44
272450,2020.03.31,2020.04.20,0
317850,2020.03.31,2020.04.20,60
011760,2020.03.31,2020.04.20,42
032850,2020.03.31,2020.05.19,125
067280,2020.03.31,2020.05.13,-1
072870,2020.03.31,2020.05.11,-2
045390,2020.03.31,2020.05.08,75
118990,2020.03.31,2020.05.18,15
068930,2020.03.31,2020.05.11,1
038070,2020.03.31,2020.04.08,34
289010,2020.03.31,2020.05.11,-1
038460,2020.03.31,2020.05.04,21
044480,2020.03.31,2020.04.01,-6
299910,2020.03.31,2020.05.12,38
109960,2020.03.31,2020.04.28,75
064510,2020.03.31,2020.04.24,113
082800,2020.03.31,2020.05.07,56
001540,2020.03.31,2020.05.18,19
065660,2020.03.31,2020.04.20,2
042500,2020.03.31,2020.05.11,22
067170,2020.03.31,2020.05.18,1
238090,2020.03.31,2020.05.14,11
226950,2020.03.31,2020.05.15,27
072770,2020.03.31,2020.04.09,41
097780,2020.03.31,2020.04.08,63
225330,2020.03.31,2020.05.18,23
026040,2020.03.31,2020.04.20,51
025980,2020.03.31,2020.05.08,104
039830,2020.03.31,2020.04.27,10
052420,2020.03.31,2020.04.27,23
080720,2020.03.31,2020.04.07,37
150900,2020.03.31,2020.05.11,42
085660,2020.03.31,2020.05.18,31
096240,2020.03.31,2020.05.19,37
048530,2020.03.31,2020.05.14,6
206650,2020.03.31,2020.04.10,15
054930,2020.03.31,2020.04.22,46
049630,2020.03.31,2020.04.20,19
042520,2020.03.31,2020.05.19,16
115180,2020.03.31,2020.04.28,19
094940,2020.03.31,2020.05.08,63
048410,2020.03.31,2020.05.06,19
053660,2020.03.31,2020.04.01,-4
066700,2020.03.31,2020.04.13,73
091440,2020.03.31,2020.05.06,27
097870,2020.03.31,2020.04.20,20
026150,2020.03.31,2020.05.06,65
200670,2020.03.31,2020.05.19,42
081150,2020.03.31,2020.05.19,58
251270,2020.04.01,2020.05.12,12
008040,2020.04.01,2020.05.06,17
007160,2020.04.01,2020.05.06,31
014710,2020.04.01,2020.05.06,10
006090,2020.04.01,2020.05.15,20
005250,2020.04.01,2020.04.07,17
030720,2020.04.01,2020.05.15,16
011150,2020.04.01,2020.05.06,7
019680,2020.04.01,2020.04.02,4
241560,2020.04.01,2020.04.20,18
03473K,2020.04.01,2020.05.18,65
042670,2020.04.01,2020.05.19,56
000210,2020.04.01,2020.04.29,29
034020,2020.04.01,2020.04.20,14
000215,2020.04.01,2020.04.28,16
155660,2020.04.01,2020.05.08,18
068290,2020.04.01,2020.04.28,18
026890,2020.04.01,2020.04.28,73
145990,2020.04.01,2020.05.19,41
294870,2020.04.01,2020.05.15,28
008700,2020.04.01,2020.05.13,27
002100,2020.04.01,2020.04.20,35
009440,2020.04.01,2020.05.11,22
248170,2020.04.01,2020.05.18,94
005320,2020.04.01,2020.05.13,110
192080,2020.04.01,2020.05.13,38
004410,2020.04.01,2020.05.06,6
008490,2020.04.01,2020.05.18,39
218410,2020.04.01,2020.04.06,10
072130,2020.04.01,2020.04.27,32
000100,2020.04.01,2020.04.02,0
144510,2020.04.01,2020.04.13,56
120110,2020.04.01,2020.04.13,23
053690,2020.04.01,2020.05.06,19
054050,2020.04.01,2020.04.23,26
249420,2020.04.01,2020.05.14,12
064260,2020.04.01,2020.05.11,35
039560,2020.04.01,2020.04.17,16
078000,2020.04.01,2020.04.10,24
317850,2020.04.01,2020.04.20,62
045390,2020.04.01,2020.05.08,91
271980,2020.04.01,2020.05.15,103
017810,2020.04.01,2020.05.18,55
010170,2020.04.01,2020.05.07,54
036670,2020.04.01,2020.05.18,38
272450,2020.04.01,2020.04.20,0
151860,2020.04.01,2020.05.11,30
046440,2020.04.01,2020.05.14,115
100590,2020.04.01,2020.05.08,45
066910,2020.04.01,2020.04.28,35
028300,2020.04.01,2020.05.11,24
064510,2020.04.01,2020.04.24,99
065660,2020.04.01,2020.04.20,10
127120,2020.04.01,2020.05.14,45
073540,2020.04.01,2020.04.23,37
310200,2020.04.01,2020.04.08,9
061040,2020.04.01,2020.05.19,26
201490,2020.04.01,2020.05.11,28
061970,2020.04.01,2020.04.28,38
044480,2020.04.01,2020.05.18,-3
178320,2020.04.01,2020.04.06,5
097780,2020.04.01,2020.04.08,84
299910,2020.04.01,2020.05.12,34
225330,2020.04.01,2020.05.18,33
025980,2020.04.01,2020.05.08,103
138080,2020.04.01,2020.04.17,14
039830,2020.04.01,2020.04.27,13
237690,2020.04.01,2020.04.07,25
263050,2020.04.01,2020.04.06,8
072770,2020.04.01,2020.04.09,41
080720,2020.04.01,2020.04.07,38
159580,2020.04.01,2020.05.07,26
065440,2020.04.01,2020.05.18,-5
046970,2020.04.01,2020.04.22,14
073560,2020.04.01,2020.05.15,66
030530,2020.04.01,2020.05.19,22
005670,2020.04.01,2020.05.06,26
094940,2020.04.01,2020.05.08,73
040350,2020.04.01,2020.04.07,4
119850,2020.04.01,2020.05.13,56
018290,2020.04.01,2020.04.23,25
084990,2020.04.01,2020.04.20,20
036890,2020.04.01,2020.05.19,28
900340,2020.04.01,2020.05.12,43
085660,2020.04.01,2020.05.18,37
054780,2020.04.01,2020.05.13,567
048530,2020.04.01,2020.05.14,6
047820,2020.04.01,2020.05.07,67
264450,2020.04.01,2020.05.19,33
097870,2020.04.01,2020.04.20,23
091440,2020.04.01,2020.05.06,32
215480,2020.04.01,2020.04.29,15
032500,2020.04.01,2020.04.17,18
068270,2020.04.02,2020.05.15,11
010950,2020.04.02,2020.05.19,9
003960,2020.04.02,2020.05.06,25
010955,2020.04.02,2020.04.10,12
005250,2020.04.02,2020.04.07,11
002360,2020.04.02,2020.04.06,7
019680,2020.04.02,2020.04.07,-4
006120,2020.04.02,2020.05.18,27
000210,2020.04.02,2020.04.29,11
000215,2020.04.02,2020.04.28,5
068290,2020.04.02,2020.04.28,9
294870,2020.04.02,2020.05.15,17
002100,2020.04.02,2020.04.20,27
009440,2020.04.02,2020.05.11,14
138250,2020.04.02,2020.05.11,25
014530,2020.04.02,2020.04.29,-1
192080,2020.04.02,2020.05.13,31
004720,2020.04.02,2020.04.08,16
118000,2020.04.02,2020.05.08,20
060370,2020.04.02,2020.05.19,40
053290,2020.04.02,2020.05.11,6
290660,2020.04.02,2020.05.13,12
065170,2020.04.02,2020.05.14,62
144620,2020.04.02,2020.04.13,34
119860,2020.04.02,2020.05.14,26
064260,2020.04.02,2020.05.11,27
032190,2020.04.02,2020.05.19,108
078000,2020.04.02,2020.04.10,14
900290,2020.04.02,2020.04.17,31
010170,2020.04.02,2020.05.07,40
101530,2020.04.02,2020.05.18,8
190510,2020.04.02,2020.05.19,11
032850,2020.04.02,2020.05.19,119
032680,2020.04.02,2020.05.13,67
060570,2020.04.02,2020.04.08,0
001000,2020.04.02,2020.05.08,21
127120,2020.04.02,2020.05.14,52
310200,2020.04.02,2020.04.08,15
293780,2020.04.02,2020.05.14,38
049950,2020.04.02,2020.05.07,28
046890,2020.04.02,2020.04.03,2
042510,2020.04.02,2020.05.18,92
019990,2020.04.02,2020.05.11,38
097780,2020.04.02,2020.04.08,64
225330,2020.04.02,2020.05.18,39
025980,2020.04.02,2020.05.08,93
277070,2020.04.02,2020.04.27,98
092040,2020.04.02,2020.05.15,63
268600,2020.04.02,2020.05.04,12
039830,2020.04.02,2020.04.27,11
208370,2020.04.02,2020.05.15,40
080720,2020.04.02,2020.04.07,43
037070,2020.04.02,2020.05.19,93
224060,2020.04.02,2020.04.07,5
065440,2020.04.02,2020.05.18,0
046970,2020.04.02,2020.04.22,13
034810,2020.04.02,2020.05.07,44
096240,2020.04.02,2020.05.19,32
108790,2020.04.02,2020.05.08,14
042000,2020.04.02,2020.05.06,53
057880,2020.04.02,2020.04.08,12
200230,2020.04.02,2020.04.06,9
097870,2020.04.02,2020.04.20,15
215480,2020.04.02,2020.04.29,18
024800,2020.04.02,2020.05.08,16
189980,2020.04.02,2020.05.14,44
032500,2020.04.02,2020.04.17,13
046210,2020.04.02,2020.05.15,60
010950,2020.04.03,2020.05.19,15
010955,2020.04.03,2020.04.10,12
002360,2020.04.03,2020.04.06,12
241560,2020.04.03,2020.04.20,22
042670,2020.04.03,2020.05.19,39
000210,2020.04.03,2020.04.29,13
000215,2020.04.03,2020.04.28,8
002100,2020.04.03,2020.04.20,20
000040,2020.04.03,2020.05.19,28
138250,2020.04.03,2020.05.11,19
008420,2020.04.03,2020.05.08,17
014530,2020.04.03,2020.04.29,7
007210,2020.04.03,2020.05.04,37
004720,2020.04.03,2020.04.08,13
008260,2020.04.03,2020.05.07,21
026940,2020.04.03,2020.04.06,1
065170,2020.04.03,2020.05.14,49
144620,2020.04.03,2020.04.13,31
031820,2020.04.03,2020.05.11,14
119860,2020.04.03,2020.05.14,21
007980,2020.04.03,2020.05.13,33
038530,2020.04.03,2020.04.13,26
900290,2020.04.03,2020.04.17,26
293480,2020.04.03,2020.05.18,13
010170,2020.04.03,2020.05.07,25
190510,2020.04.03,2020.05.19,6
035600,2020.04.03,2020.05.14,27
010040,2020.04.03,2020.05.08,38
036800,2020.04.03,2020.05.15,34
032680,2020.04.03,2020.05.13,78
117670,2020.04.03,2020.04.09,31
049950,2020.04.03,2020.05.07,19
182400,2020.04.03,2020.05.12,33
046890,2020.04.03,2020.04.06,0
019990,2020.04.03,2020.05.11,6
097780,2020.04.03,2020.04.08,64
014620,2020.04.03,2020.05.11,12
038060,2020.04.03,2020.05.11,13
053060,2020.04.03,2020.04.22,13
047920,2020.04.03,2020.05.15,32
277070,2020.04.03,2020.04.27,84
050860,2020.04.03,2020.04.06,-2
179900,2020.04.03,2020.05.11,45
187420,2020.04.03,2020.05.14,25
037070,2020.04.03,2020.05.19,77
063570,2020.04.03,2020.05.18,26
170790,2020.04.03,2020.05.18,71
089890,2020.04.03,2020.05.08,31
037400,2020.04.03,2020.05.14,21
018290,2020.04.03,2020.04.23,17
079950,2020.04.03,2020.05.08,13
108790,2020.04.03,2020.05.08,20
044490,2020.04.03,2020.04.24,17
050110,2020.04.03,2020.05.07,17
200230,2020.04.03,2020.04.06,5
174880,2020.04.03,2020.04.06,5
189980,2020.04.03,2020.05.14,36
104480,2020.04.03,2020.04.06,2
010950,2020.04.06,2020.05.19,6
053210,2020.04.06,2020.05.13,34
002360,2020.04.06,2020.05.08,-1
016610,2020.04.06,2020.05.06,21
001360,2020.04.06,2020.04.17,0
042670,2020.04.06,2020.05.19,29
084690,2020.04.06,2020.05.14,41
003620,2020.04.06,2020.04.20,13
002100,2020.04.06,2020.04.20,17
005300,2020.04.06,2020.05.04,22
010960,2020.04.06,2020.04.22,42
004410,2020.04.06,2020.05.06,5
014530,2020.04.06,2020.04.29,0
001210,2020.04.06,2020.05.12,28
001800,2020.04.06,2020.05.15,12
004720,2020.04.06,2020.04.08,12
006980,2020.04.06,2020.05.06,4
003850,2020.04.06,2020.05.15,9
005945,2020.04.06,2020.04.29,6
026940,2020.04.06,2020.04.07,-5
000220,2020.04.06,2020.04.08,9
144510,2020.04.06,2020.04.13,37
054050,2020.04.06,2020.04.23,15
085670,2020.04.06,2020.05.08,7
007980,2020.04.06,2020.05.13,26
015860,2020.04.06,2020.05.19,20
271980,2020.04.06,2020.05.15,76
120240,2020.04.06,2020.05.07,8
054670,2020.04.06,2020.05.15,-8
190510,2020.04.06,2020.05.19,3
006620,2020.04.06,2020.05.18,11
099440,2020.04.06,2020.05.11,33
263690,2020.04.06,2020.05.18,160
042510,2020.04.06,2020.05.18,92
019990,2020.04.06,2020.05.11,6
097780,2020.04.06,2020.04.08,58
208640,2020.04.06,2020.05.08,79
226340,2020.04.06,2020.05.08,17
042500,2020.04.06,2020.05.11,31
025980,2020.04.06,2020.05.08,83
053060,2020.04.06,2020.04.22,5
208370,2020.04.06,2020.05.15,34
041520,2020.04.06,2020.05.19,36
054210,2020.04.06,2020.04.08,14
208340,2020.04.06,2020.05.13,33
177830,2020.04.06,2020.04.07,4
170790,2020.04.06,2020.05.18,54
038010,2020.04.06,2020.05.08,28
089890,2020.04.06,2020.05.08,25
032940,2020.04.06,2020.05.11,22
039030,2020.04.06,2020.05.19,19
900250,2020.04.06,2020.04.23,42
044490,2020.04.06,2020.04.24,18
025880,2020.04.06,2020.05.07,11
204630,2020.04.06,2020.05.19,97
097870,2020.04.06,2020.04.20,6
105550,2020.04.06,2020.04.14,27
225430,2020.04.06,2020.04.08,3
136480,2020.04.06,2020.05.06,22
003380,2020.04.06,2020.05.06,16
104480,2020.04.06,2020.04.07,-3
006840,2020.04.07,2020.04.28,25
023590,2020.04.07,2020.05.13,35
019680,2020.04.07,2020.04.23,0
006120,2020.04.07,2020.05.18,19
001510,2020.04.07,2020.05.07,29
001515,2020.04.07,2020.05.18,23
003620,2020.04.07,2020.04.20,10
084870,2020.04.07,2020.04.10,7
294870,2020.04.07,2020.05.15,8
005300,2020.04.07,2020.05.04,12
071840,2020.04.07,2020.05.15,37
015230,2020.04.07,2020.05.19,17
005360,2020.04.07,2020.05.15,18
005880,2020.04.07,2020.04.14,13
001120,2020.04.07,2020.05.19,6
003850,2020.04.07,2020.05.15,12
091090,2020.04.07,2020.05.18,29
006980,2020.04.07,2020.05.06,7
105840,2020.04.07,2020.04.20,10
123890,2020.04.07,2020.05.08,16
000220,2020.04.07,2020.04.08,9
002020,2020.04.07,2020.04.16,88
013520,2020.04.07,2020.04.10,10
006060,2020.04.07,2020.05.07,18
085670,2020.04.07,2020.05.08,9
007980,2020.04.07,2020.05.13,29
271980,2020.04.07,2020.05.15,66
090150,2020.04.07,2020.04.28,12
900290,2020.04.07,2020.04.17,7
045390,2020.04.07,2020.05.08,77
018470,2020.04.07,2020.05.11,9
054670,2020.04.07,2020.05.15,4
098120,2020.04.07,2020.05.08,8
036830,2020.04.07,2020.05.19,2
187870,2020.04.07,2020.05.08,14
214680,2020.04.07,2020.05.14,34
118990,2020.04.07,2020.05.18,4
064510,2020.04.07,2020.04.24,78
049950,2020.04.07,2020.05.07,6
038110,2020.04.07,2020.05.08,6
029480,2020.04.07,2020.04.20,13
117670,2020.04.07,2020.04.09,0
012790,2020.04.07,2020.05.14,1
069410,2020.04.07,2020.05.12,13
122690,2020.04.07,2020.05.19,10
208640,2020.04.07,2020.05.08,62
138690,2020.04.07,2020.05.15,15
067730,2020.04.07,2020.05.19,40
073070,2020.04.07,2020.04.09,-5
121800,2020.04.07,2020.05.08,20
047920,2020.04.07,2020.05.15,18
036170,2020.04.07,2020.04.21,2
025980,2020.04.07,2020.05.08,72
039310,2020.04.07,2020.05.19,37
052710,2020.04.07,2020.05.19,13
067170,2020.04.07,2020.05.18,5
036000,2020.04.07,2020.05.08,13
080520,2020.04.07,2020.05.08,12
067920,2020.04.07,2020.05.11,8
052420,2020.04.07,2020.04.27,12
041520,2020.04.07,2020.05.19,34
063570,2020.04.07,2020.05.18,17
046970,2020.04.07,2020.04.22,12
054040,2020.04.07,2020.05.11,17
052670,2020.04.07,2020.05.14,5
123410,2020.04.07,2020.05.08,12
052600,2020.04.07,2020.05.19,36
043090,2020.04.07,2020.04.20,11
041830,2020.04.07,2020.05.08,12
079950,2020.04.07,2020.05.08,7
094940,2020.04.07,2020.05.08,47
086060,2020.04.07,2020.05.14,1
900340,2020.04.07,2020.05.12,8
085660,2020.04.07,2020.05.18,28
900250,2020.04.07,2020.04.23,27
068330,2020.04.07,2020.04.08,29
206650,2020.04.07,2020.04.10,1
057880,2020.04.07,2020.04.08,5
086250,2020.04.07,2020.04.08,19
089030,2020.04.07,2020.05.11,41
115500,2020.04.07,2020.05.19,75
189980,2020.04.07,2020.05.14,26
095570,2020.04.08,2020.05.15,9
082640,2020.04.08,2020.05.15,12
016610,2020.04.08,2020.05.06,21
006120,2020.04.08,2020.05.18,7
006125,2020.04.08,2020.05.18,8
035250,2020.04.08,2020.04.28,21
002795,2020.04.08,2020.04.28,10
071840,2020.04.08,2020.05.15,27
001940,2020.04.08,2020.05.08,14
023960,2020.04.08,2020.05.18,10
004360,2020.04.08,2020.05.19,23
008260,2020.04.08,2020.05.07,3
004250,2020.04.08,2020.04.27,18
091090,2020.04.08,2020.05.18,9
000220,2020.04.08,2020.04.09,-3
290660,2020.04.08,2020.05.13,3
123690,2020.04.08,2020.05.19,15
003350,2020.04.08,2020.05.19,31
006060,2020.04.08,2020.05.07,15
010690,2020.04.08,2020.04.27,10
031390,2020.04.08,2020.04.09,-1
007980,2020.04.08,2020.05.13,29
078000,2020.04.08,2020.04.10,9
085670,2020.04.08,2020.05.08,11
226320,2020.04.08,2020.05.08,11
033240,2020.04.08,2020.05.08,4
025620,2020.04.08,2020.04.20,10
037370,2020.04.08,2020.05.14,1
900290,2020.04.08,2020.04.17,5
151860,2020.04.08,2020.05.11,20
032680,2020.04.08,2020.05.13,49
032080,2020.04.08,2020.05.07,29
310200,2020.04.08,2020.04.10,-4
131090,2020.04.08,2020.05.19,25
117670,2020.04.08,2020.04.09,3
029480,2020.04.08,2020.04.20,3
122690,2020.04.08,2020.05.19,6
251630,2020.04.08,2020.05.19,12
047920,2020.04.08,2020.05.15,11
036170,2020.04.08,2020.04.21,0
007530,2020.04.08,2020.04.10,6
042500,2020.04.08,2020.05.11,32
096630,2020.04.08,2020.05.11,8
208370,2020.04.08,2020.05.15,30
153710,2020.04.08,2020.05.13,57
122310,2020.04.08,2020.05.14,45
123330,2020.04.08,2020.05.19,17
052420,2020.04.08,2020.04.27,4
054210,2020.04.08,2020.04.09,0
177830,2020.04.08,2020.04.09,-8
115440,2020.04.08,2020.05.19,24
046970,2020.04.08,2020.04.22,5
023760,2020.04.08,2020.05.19,8
027050,2020.04.08,2020.05.18,9
087010,2020.04.08,2020.05.19,2
045970,2020.04.08,2020.05.19,45
041830,2020.04.08,2020.05.08,11
018290,2020.04.08,2020.04.23,13
115450,2020.04.08,2020.05.13,9
036890,2020.04.08,2020.05.19,13
085660,2020.04.08,2020.05.18,26
900340,2020.04.08,2020.05.12,8
900250,2020.04.08,2020.04.23,18
206650,2020.04.08,2020.04.10,11
032620,2020.04.08,2020.05.18,134
044490,2020.04.08,2020.04.24,14
086250,2020.04.08,2020.04.09,-11
091440,2020.04.08,2020.05.06,18
200670,2020.04.08,2020.05.19,38
243070,2020.04.08,2020.05.15,20
064760,2020.04.08,2020.05.15,22
005720,2020.04.09,2020.05.07,13
016610,2020.04.09,2020.05.06,12
006120,2020.04.09,2020.05.18,3
084690,2020.04.09,2020.05.14,35
035250,2020.04.09,2020.04.28,8
002100,2020.04.09,2020.04.20,8
267850,2020.04.09,2020.04.23,18
020560,2020.04.09,2020.04.23,17
009810,2020.04.09,2020.04.10,2
012280,2020.04.09,2020.05.13,11
000180,2020.04.09,2020.05.06,10
012160,2020.04.09,2020.05.12,5
004720,2020.04.09,2020.05.08,-1
013000,2020.04.09,2020.04.17,18
091090,2020.04.09,2020.05.18,13
006980,2020.04.09,2020.05.06,8
060370,2020.04.09,2020.05.19,4
072130,2020.04.09,2020.04.27,3
006060,2020.04.09,2020.05.07,8
054050,2020.04.09,2020.04.23,12
085670,2020.04.09,2020.05.08,6
007980,2020.04.09,2020.05.13,22
067080,2020.04.09,2020.04.20,15
000370,2020.04.09,2020.05.15,27
100590,2020.04.09,2020.05.08,17
004310,2020.04.09,2020.05.15,10
096640,2020.04.09,2020.05.19,0
099440,2020.04.09,2020.05.11,26
001540,2020.04.09,2020.05.18,1
117670,2020.04.09,2020.04.10,-6
041590,2020.04.09,2020.04.17,4
073110,2020.04.09,2020.05.07,-4
122690,2020.04.09,2020.05.19,7
228850,2020.04.09,2020.04.28,36
073070,2020.04.09,2020.04.20,0
087730,2020.04.09,2020.05.08,744
045300,2020.04.09,2020.05.13,6
007530,2020.04.09,2020.04.10,4
096630,2020.04.09,2020.05.11,10
052710,2020.04.09,2020.05.19,12
187420,2020.04.09,2020.05.14,18
177830,2020.04.09,2020.04.10,-2
170790,2020.04.09,2020.05.18,38
224060,2020.04.09,2020.05.14,5
115610,2020.04.09,2020.05.19,58
073560,2020.04.09,2020.05.15,29
030520,2020.04.09,2020.05.13,6
008370,2020.04.09,2020.05.19,2
086960,2020.04.09,2020.05.11,26
115180,2020.04.09,2020.04.28,24
299900,2020.04.09,2020.05.11,14
115450,2020.04.09,2020.05.13,6
