종목코드,기준일,최고가일,최고수익률
041910,2020.04.24,2020.05.19,19
092040,2020.04.24,2020.05.15,0
277070,2020.04.24,2020.04.27,29
049480,2020.04.24,2020.05.13,35
187420,2020.04.24,2020.05.14,5
150900,2020.04.24,2020.05.11,7
054950,2020.04.24,2020.05.19,59
027710,2020.04.24,2020.05.15,11
047560,2020.04.24,2020.05.11,3
073560,2020.04.24,2020.05.15,13
035810,2020.04.24,2020.04.27,2
115180,2020.04.24,2020.04.28,6
090850,2020.04.24,2020.05.15,12
300080,2020.04.24,2020.05.12,13
044490,2020.04.24,2020.05.11,0
042000,2020.04.24,2020.05.06,18
054450,2020.04.24,2020.05.08,5
032620,2020.04.24,2020.05.18,101
950140,2020.04.24,2020.05.18,28
039420,2020.04.24,2020.05.12,12
005720,2020.04.27,2020.05.07,6
282330,2020.04.27,2020.05.19,1
001040,2020.04.27,2020.05.19,2
192650,2020.04.27,2020.04.29,-5
007070,2020.04.27,2020.05.14,17
004380,2020.04.27,2020.05.06,3
002140,2020.04.27,2020.05.08,13
00680K,2020.04.27,2020.05.08,8
014280,2020.04.27,2020.05.06,-6
214330,2020.04.27,2020.05.06,0
108670,2020.04.27,2020.05.19,19
007210,2020.04.27,2020.05.04,6
004250,2020.04.27,2020.05.19,-2
006380,2020.04.27,2020.05.04,0
010100,2020.04.27,2020.05.08,17
041140,2020.04.27,2020.05.12,20
225570,2020.04.27,2020.05.15,3
010690,2020.04.27,2020.04.29,-2
013360,2020.04.27,2020.05.07,4
007980,2020.04.27,2020.05.13,10
051500,2020.04.27,2020.05.04,7
215000,2020.04.27,2020.05.19,2
010820,2020.04.27,2020.04.28,5
241520,2020.04.27,2020.05.07,0
086790,2020.04.27,2020.04.29,2
263800,2020.04.27,2020.05.11,25
010040,2020.04.27,2020.05.08,5
032680,2020.04.27,2020.05.13,15
122450,2020.04.27,2020.05.15,19
004310,2020.04.27,2020.05.15,1
038110,2020.04.27,2020.05.08,4
100790,2020.04.27,2020.05.19,3
217330,2020.04.27,2020.05.15,2
038680,2020.04.27,2020.05.11,8
043150,2020.04.27,2020.05.08,4
097780,2020.04.27,2020.05.13,0
108490,2020.04.27,2020.05.19,6
250000,2020.04.27,2020.05.07,4
039310,2020.04.27,2020.05.19,3
049480,2020.04.27,2020.05.13,23
179900,2020.04.27,2020.05.11,6
052420,2020.04.27,2020.05.08,-1
037070,2020.04.27,2020.05.19,63
150900,2020.04.27,2020.05.11,5
041520,2020.04.27,2020.05.19,9
036690,2020.04.27,2020.05.08,6
251970,2020.04.27,2020.05.19,10
045970,2020.04.27,2020.05.19,16
035810,2020.04.27,2020.04.28,0
119850,2020.04.27,2020.05.13,17
115180,2020.04.27,2020.04.28,2
277410,2020.04.27,2020.05.19,20
119610,2020.04.27,2020.05.15,12
136540,2020.04.27,2020.05.15,13
042000,2020.04.27,2020.05.06,5
215480,2020.04.27,2020.04.29,9
067310,2020.04.27,2020.05.08,4
050090,2020.04.27,2020.05.06,-1
079160,2020.04.28,2020.04.29,0
068290,2020.04.28,2020.05.04,-3
001250,2020.04.28,2020.04.29,4
007070,2020.04.28,2020.05.14,12
023530,2020.04.28,2020.04.29,-4
286940,2020.04.28,2020.05.12,9
00499K,2020.04.28,2020.04.29,14
002140,2020.04.28,2020.05.08,6
200880,2020.04.28,2020.05.08,5
014280,2020.04.28,2020.05.06,1
004830,2020.04.28,2020.05.06,1
021050,2020.04.28,2020.05.19,11
079550,2020.04.28,2020.05.18,7
035150,2020.04.28,2020.05.08,8
013000,2020.04.28,2020.05.08,4
160550,2020.04.28,2020.05.07,3
036120,2020.04.28,2020.05.18,38
010100,2020.04.28,2020.05.08,28
225570,2020.04.28,2020.05.15,6
048550,2020.04.28,2020.05.19,-1
198440,2020.04.28,2020.05.08,6
091810,2020.04.28,2020.04.29,0
004870,2020.04.28,2020.04.29,1
215000,2020.04.28,2020.05.19,6
194370,2020.04.28,2020.05.07,3
010820,2020.04.28,2020.04.29,-9
271980,2020.04.28,2020.05.15,74
020180,2020.04.28,2020.05.08,1
045390,2020.04.28,2020.05.08,15
039130,2020.04.28,2020.04.29,0
012450,2020.04.28,2020.04.29,-1
263800,2020.04.28,2020.05.11,13
064350,2020.04.28,2020.05.08,1
080160,2020.04.28,2020.05.08,-1
064510,2020.04.28,2020.04.29,-6
038500,2020.04.28,2020.05.08,16
208710,2020.04.28,2020.05.07,0
086820,2020.04.28,2020.05.19,10
061970,2020.04.28,2020.05.19,-11
228850,2020.04.28,2020.05.07,-2
043150,2020.04.28,2020.05.08,0
108490,2020.04.28,2020.05.19,6
041510,2020.04.28,2020.05.06,1
277070,2020.04.28,2020.05.08,-3
121800,2020.04.28,2020.05.08,10
039310,2020.04.28,2020.05.19,6
057540,2020.04.28,2020.05.06,13
122310,2020.04.28,2020.05.14,32
123330,2020.04.28,2020.05.19,8
096690,2020.04.28,2020.04.29,0
073560,2020.04.28,2020.05.15,8
038010,2020.04.28,2020.05.08,5
241710,2020.04.28,2020.05.19,14
222810,2020.04.28,2020.05.07,-2
033290,2020.04.28,2020.05.13,12
043610,2020.04.28,2020.05.07,6
005670,2020.04.28,2020.05.06,7
126600,2020.04.28,2020.05.08,2
214150,2020.04.28,2020.05.18,37
094850,2020.04.28,2020.04.29,-2
047820,2020.04.28,2020.05.07,4
215480,2020.04.28,2020.04.29,3
026150,2020.04.28,2020.05.06,7
065530,2020.04.28,2020.05.08,5
045510,2020.04.28,2020.05.08,22
095700,2020.04.28,2020.05.13,8
068400,2020.04.29,2020.05.11,7
016610,2020.04.29,2020.05.06,1
001510,2020.04.29,2020.05.07,7
002700,2020.04.29,2020.05.19,22
001515,2020.04.29,2020.05.18,7
068290,2020.04.29,2020.05.04,0
071840,2020.04.29,2020.05.15,6
002310,2020.04.29,2020.05.15,7
002140,2020.04.29,2020.05.08,11
030210,2020.04.29,2020.05.07,8
004830,2020.04.29,2020.05.06,2
011785,2020.04.29,2020.05.19,-3
012280,2020.04.29,2020.05.13,13
012160,2020.04.29,2020.05.12,12
002210,2020.04.29,2020.05.12,2
013000,2020.04.29,2020.05.08,0
009540,2020.04.29,2020.05.06,0
212560,2020.04.29,2020.05.07,3
003470,2020.04.29,2020.05.11,8
093240,2020.04.29,2020.05.06,4
255220,2020.04.29,2020.05.07,-1
010100,2020.04.29,2020.05.08,17
041140,2020.04.29,2020.05.12,14
003350,2020.04.29,2020.05.19,10
133820,2020.04.29,2020.05.07,1
129260,2020.04.29,2020.05.12,2
213500,2020.04.29,2020.05.08,4
007980,2020.04.29,2020.05.13,9
004870,2020.04.29,2020.05.08,-1
010170,2020.04.29,2020.05.07,1
003530,2020.04.29,2020.05.07,9
263800,2020.04.29,2020.05.11,27
139050,2020.04.29,2020.05.07,-1
099410,2020.04.29,2020.05.13,40
042370,2020.04.29,2020.05.08,7
005290,2020.04.29,2020.05.19,15
013810,2020.04.29,2020.05.19,-17
100030,2020.04.29,2020.05.11,34
100790,2020.04.29,2020.05.19,5
207760,2020.04.29,2020.05.06,2
101400,2020.04.29,2020.05.04,7
061970,2020.04.29,2020.05.19,3
038460,2020.04.29,2020.05.04,9
043150,2020.04.29,2020.05.08,5
225530,2020.04.29,2020.05.08,2
082800,2020.04.29,2020.05.07,15
011560,2020.04.29,2020.05.08,9
036630,2020.04.29,2020.05.08,-1
277070,2020.04.29,2020.05.08,2
057540,2020.04.29,2020.05.06,7
054950,2020.04.29,2020.05.19,41
038010,2020.04.29,2020.05.08,11
222810,2020.04.29,2020.05.07,15
241710,2020.04.29,2020.05.19,5
005670,2020.04.29,2020.05.06,2
008370,2020.04.29,2020.05.19,3
048410,2020.04.29,2020.05.06,5
004650,2020.04.29,2020.05.14,7
016920,2020.04.29,2020.05.06,9
060560,2020.04.29,2020.05.08,0
089030,2020.04.29,2020.05.11,18
215480,2020.04.29,2020.05.04,-3
067310,2020.04.29,2020.05.08,6
045510,2020.04.29,2020.05.08,19
037440,2020.04.29,2020.05.08,0
075580,2020.05.04,2020.05.07,2
003960,2020.05.04,2020.05.06,5
005750,2020.05.04,2020.05.18,7
012630,2020.05.04,2020.05.11,0
00499K,2020.05.04,2020.05.06,-5
024890,2020.05.04,2020.05.19,16
002140,2020.05.04,2020.05.08,9
248170,2020.05.04,2020.05.18,56
011785,2020.05.04,2020.05.19,3
007590,2020.05.04,2020.05.11,1
012280,2020.05.04,2020.05.13,6
007210,2020.05.04,2020.05.07,-1
002210,2020.05.04,2020.05.12,7
005190,2020.05.04,2020.05.19,10
000910,2020.05.04,2020.05.19,69
047400,2020.05.04,2020.05.18,20
003010,2020.05.04,2020.05.06,3
041140,2020.05.04,2020.05.12,14
010100,2020.05.04,2020.05.08,3
285490,2020.05.04,2020.05.18,8
010660,2020.05.04,2020.05.08,32
010420,2020.05.04,2020.05.08,2
213500,2020.05.04,2020.05.08,3
194370,2020.05.04,2020.05.07,1
037370,2020.05.04,2020.05.14,2
204620,2020.05.04,2020.05.07,0
010040,2020.05.04,2020.05.08,1
099410,2020.05.04,2020.05.13,36
042370,2020.05.04,2020.05.08,3
052900,2020.05.04,2020.05.11,4
065450,2020.05.04,2020.05.18,7
100030,2020.05.04,2020.05.11,25
038500,2020.05.04,2020.05.08,17
218150,2020.05.04,2020.05.18,10
101400,2020.05.04,2020.05.13,-2
037350,2020.05.04,2020.05.19,1
008470,2020.05.04,2020.05.08,1
036630,2020.05.04,2020.05.08,3
057540,2020.05.04,2020.05.06,5
054950,2020.05.04,2020.05.19,30
073560,2020.05.04,2020.05.15,5
038010,2020.05.04,2020.05.08,2
222810,2020.05.04,2020.05.07,21
044340,2020.05.04,2020.05.19,8
038620,2020.05.04,2020.05.07,7
048430,2020.05.04,2020.05.19,5
091440,2020.05.04,2020.05.06,5
136480,2020.05.04,2020.05.06,10
066130,2020.05.04,2020.05.07,6
081150,2020.05.04,2020.05.19,5
005720,2020.05.06,2020.05.07,1
03473K,2020.05.06,2020.05.18,29
28513K,2020.05.06,2020.05.18,45
024890,2020.05.06,2020.05.19,9
002140,2020.05.06,2020.05.08,4
248170,2020.05.06,2020.05.18,55
004830,2020.05.06,2020.05.07,-1
136490,2020.05.06,2020.05.18,3
035150,2020.05.06,2020.05.08,3
002760,2020.05.06,2020.05.07,0
047400,2020.05.06,2020.05.18,13
003010,2020.05.06,2020.05.07,-1
010100,2020.05.06,2020.05.08,4
008775,2020.05.06,2020.05.19,0
285490,2020.05.06,2020.05.18,8
053690,2020.05.06,2020.05.08,-1
015590,2020.05.06,2020.05.18,3
119860,2020.05.06,2020.05.14,13
038530,2020.05.06,2020.05.07,-1
068790,2020.05.06,2020.05.19,18
003530,2020.05.06,2020.05.07,1
035600,2020.05.06,2020.05.14,8
042370,2020.05.06,2020.05.08,1
052900,2020.05.06,2020.05.11,4
038500,2020.05.06,2020.05.08,9
196490,2020.05.06,2020.05.13,3
218150,2020.05.06,2020.05.18,6
101400,2020.05.06,2020.05.13,3
096870,2020.05.06,2020.05.19,11
102120,2020.05.06,2020.05.11,2
058630,2020.05.06,2020.05.14,11
082800,2020.05.06,2020.05.07,0
122310,2020.05.06,2020.05.14,22
057540,2020.05.06,2020.05.18,-2
298380,2020.05.06,2020.05.12,-2
054950,2020.05.06,2020.05.19,25
027710,2020.05.06,2020.05.15,0
052600,2020.05.06,2020.05.19,21
222810,2020.05.06,2020.05.07,7
043610,2020.05.06,2020.05.07,2
060150,2020.05.06,2020.05.14,7
038620,2020.05.06,2020.05.07,1
034810,2020.05.06,2020.05.07,29
950140,2020.05.06,2020.05.18,18
204630,2020.05.06,2020.05.19,45
136480,2020.05.06,2020.05.08,-2
003380,2020.05.06,2020.05.11,0
081150,2020.05.06,2020.05.19,4
066130,2020.05.06,2020.05.07,1
053210,2020.05.07,2020.05.13,11
008970,2020.05.07,2020.05.08,1
018260,2020.05.07,2020.05.11,1
000400,2020.05.07,2020.05.11,10
003560,2020.05.07,2020.05.12,1
011420,2020.05.07,2020.05.08,2
027740,2020.05.07,2020.05.11,1
092220,2020.05.07,2020.05.08,0
012200,2020.05.07,2020.05.08,0
001570,2020.05.07,2020.05.13,1
145720,2020.05.07,2020.05.19,0
012280,2020.05.07,2020.05.13,3
002210,2020.05.07,2020.05.12,2
001800,2020.05.07,2020.05.15,2
006200,2020.05.07,2020.05.18,11
047400,2020.05.07,2020.05.18,17
007810,2020.05.07,2020.05.19,11
008775,2020.05.07,2020.05.19,3
285490,2020.05.07,2020.05.18,7
010660,2020.05.07,2020.05.08,20
950180,2020.05.07,2020.05.08,0
007980,2020.05.07,2020.05.13,6
068790,2020.05.07,2020.05.19,13
078600,2020.05.07,2020.05.19,16
195870,2020.05.07,2020.05.12,6
090410,2020.05.07,2020.05.08,1
263800,2020.05.07,2020.05.11,26
052900,2020.05.07,2020.05.11,1
042370,2020.05.07,2020.05.08,3
032850,2020.05.07,2020.05.19,41
072990,2020.05.07,2020.05.19,5
100030,2020.05.07,2020.05.11,10
001540,2020.05.07,2020.05.18,3
131090,2020.05.07,2020.05.19,6
049950,2020.05.07,2020.05.08,-1
006730,2020.05.07,2020.05.19,0
255440,2020.05.07,2020.05.11,4
042510,2020.05.07,2020.05.18,40
160980,2020.05.07,2020.05.12,-1
171010,2020.05.07,2020.05.08,2
044480,2020.05.07,2020.05.18,5
073070,2020.05.07,2020.05.08,1
058630,2020.05.07,2020.05.14,10
037350,2020.05.07,2020.05.19,0
299910,2020.05.07,2020.05.12,4
071280,2020.05.07,2020.05.13,3
007820,2020.05.07,2020.05.11,2
251630,2020.05.07,2020.05.19,1
041910,2020.05.07,2020.05.19,14
317830,2020.05.07,2020.05.11,0
049480,2020.05.07,2020.05.13,23
063570,2020.05.07,2020.05.18,11
037230,2020.05.07,2020.05.18,-2
115440,2020.05.07,2020.05.19,5
052600,2020.05.07,2020.05.19,20
222810,2020.05.07,2020.05.08,-7
043610,2020.05.07,2020.05.08,0
035200,2020.05.07,2020.05.19,3
277410,2020.05.07,2020.05.19,7
076610,2020.05.07,2020.05.08,-4
038620,2020.05.07,2020.05.08,0
136540,2020.05.07,2020.05.15,6
900340,2020.05.07,2020.05.12,6
018000,2020.05.07,2020.05.18,6
204630,2020.05.07,2020.05.19,50
048430,2020.05.07,2020.05.19,8
136480,2020.05.07,2020.05.08,0
054930,2020.05.07,2020.05.08,0
115500,2020.05.07,2020.05.19,27
023410,2020.05.07,2020.05.08,1
066130,2020.05.07,2020.05.08,-1
039420,2020.05.07,2020.05.12,3
005720,2020.05.08,2020.05.11,0
092780,2020.05.08,2020.05.11,0
023590,2020.05.08,2020.05.13,13
009190,2020.05.08,2020.05.18,59
234080,2020.05.08,2020.05.15,13
012800,2020.05.08,2020.05.11,2
002140,2020.05.08,2020.05.18,-5
001780,2020.05.08,2020.05.11,2
000040,2020.05.08,2020.05.19,12
017900,2020.05.08,2020.05.11,-1
024900,2020.05.08,2020.05.12,3
012280,2020.05.08,2020.05.13,3
016880,2020.05.08,2020.05.11,-4
010400,2020.05.08,2020.05.11,-3
000240,2020.05.08,2020.05.11,1
111110,2020.05.08,2020.05.11,0
010100,2020.05.08,2020.05.19,-2
128940,2020.05.08,2020.05.13,1
069640,2020.05.08,2020.05.12,5
085670,2020.05.08,2020.05.11,-5
068240,2020.05.08,2020.05.11,-2
058820,2020.05.08,2020.05.12,2
023460,2020.05.08,2020.05.11,-1
004870,2020.05.08,2020.05.19,-1
014130,2020.05.08,2020.05.11,-2
900290,2020.05.08,2020.05.11,-1
060480,2020.05.08,2020.05.13,-4
023910,2020.05.08,2020.05.18,0
143210,2020.05.08,2020.05.11,-1
052900,2020.05.08,2020.05.11,2
042370,2020.05.08,2020.05.11,-4
032850,2020.05.08,2020.05.19,29
139050,2020.05.08,2020.05.11,3
099410,2020.05.08,2020.05.13,23
009620,2020.05.08,2020.05.11,-8
086900,2020.05.08,2020.05.11,6
114810,2020.05.08,2020.05.11,-2
054540,2020.05.08,2020.05.12,1
000250,2020.05.08,2020.05.13,10
095500,2020.05.08,2020.05.11,-1
255440,2020.05.08,2020.05.11,3
160980,2020.05.08,2020.05.12,3
096870,2020.05.08,2020.05.19,15
043150,2020.05.08,2020.05.11,-4
138690,2020.05.08,2020.05.15,9
228670,2020.05.08,2020.05.15,9
085370,2020.05.08,2020.05.12,8
121800,2020.05.08,2020.05.18,-3
080520,2020.05.08,2020.05.11,-1
241790,2020.05.08,2020.05.18,12
032940,2020.05.08,2020.05.11,0
042520,2020.05.08,2020.05.19,2
256630,2020.05.08,2020.05.19,8
119850,2020.05.08,2020.05.13,3
030530,2020.05.08,2020.05.19,4
900250,2020.05.08,2020.05.11,1
300080,2020.05.08,2020.05.12,1
032580,2020.05.08,2020.05.19,35
038620,2020.05.08,2020.05.13,-1
119610,2020.05.08,2020.05.15,6
018000,2020.05.08,2020.05.18,1
142210,2020.05.08,2020.05.11,-7
126640,2020.05.08,2020.05.11,-2
051360,2020.05.08,2020.05.11,-7
115500,2020.05.08,2020.05.19,29
013030,2020.05.08,2020.05.11,-1
068400,2020.05.11,2020.05.19,0
006840,2020.05.11,2020.05.19,1
023590,2020.05.11,2020.05.13,11
03473K,2020.05.11,2020.05.18,17
042670,2020.05.11,2020.05.19,14
011780,2020.05.11,2020.05.18,2
074610,2020.05.11,2020.05.12,-4
005190,2020.05.11,2020.05.19,2
053290,2020.05.11,2020.05.13,-2
029460,2020.05.11,2020.05.19,15
111110,2020.05.11,2020.05.12,0
000100,2020.05.11,2020.05.18,2
020000,2020.05.11,2020.05.15,17
058820,2020.05.11,2020.05.12,5
009830,2020.05.11,2020.05.19,5
289010,2020.05.11,2020.05.13,-5
133750,2020.05.11,2020.05.14,-3
086900,2020.05.11,2020.05.12,-2
043220,2020.05.11,2020.05.13,-2
099440,2020.05.11,2020.05.12,-2
027580,2020.05.11,2020.05.12,12
042510,2020.05.11,2020.05.18,36
038680,2020.05.11,2020.05.13,-1
160980,2020.05.11,2020.05.12,1
217480,2020.05.11,2020.05.12,4
299910,2020.05.11,2020.05.12,0
014620,2020.05.11,2020.05.19,-2
058630,2020.05.11,2020.05.14,12
045300,2020.05.11,2020.05.13,0
085370,2020.05.11,2020.05.12,3
086670,2020.05.11,2020.05.18,6
049480,2020.05.11,2020.05.13,3
241790,2020.05.11,2020.05.18,3
057030,2020.05.11,2020.05.15,14
063570,2020.05.11,2020.05.18,7
115610,2020.05.11,2020.05.19,8
022100,2020.05.11,2020.05.12,-2
121850,2020.05.11,2020.05.12,1
101160,2020.05.11,2020.05.19,17
119850,2020.05.11,2020.05.13,2
112040,2020.05.11,2020.05.19,9
119610,2020.05.11,2020.05.15,2
039010,2020.05.11,2020.05.12,-4
041020,2020.05.11,2020.05.14,5
142210,2020.05.11,2020.05.13,-1
204630,2020.05.11,2020.05.19,36
051360,2020.05.11,2020.05.13,-1
017550,2020.05.12,2020.05.19,0
037560,2020.05.12,2020.05.13,-1
003560,2020.05.12,2020.05.13,0
024890,2020.05.12,2020.05.19,3
009290,2020.05.12,2020.05.15,1
011090,2020.05.12,2020.05.13,0
007460,2020.05.12,2020.05.13,-3
012280,2020.05.12,2020.05.13,1
004360,2020.05.12,2020.05.19,3
025890,2020.05.12,2020.05.13,6
047400,2020.05.12,2020.05.18,17
000970,2020.05.12,2020.05.13,1
029460,2020.05.12,2020.05.19,15
036120,2020.05.12,2020.05.18,17
003010,2020.05.12,2020.05.19,0
285490,2020.05.12,2020.05.18,7
144510,2020.05.12,2020.05.13,5
129260,2020.05.12,2020.05.19,-1
078140,2020.05.12,2020.05.19,23
037370,2020.05.12,2020.05.14,1
009830,2020.05.12,2020.05.19,1
089600,2020.05.12,2020.05.13,0
147760,2020.05.12,2020.05.19,8
100090,2020.05.12,2020.05.13,3
054540,2020.05.12,2020.05.18,0
001540,2020.05.12,2020.05.18,2
218150,2020.05.12,2020.05.18,6
131090,2020.05.12,2020.05.19,4
027580,2020.05.12,2020.05.14,-3
085810,2020.05.12,2020.05.13,2
160980,2020.05.12,2020.05.13,-3
042510,2020.05.12,2020.05.18,25
058630,2020.05.12,2020.05.14,4
082800,2020.05.12,2020.05.13,-3
086670,2020.05.12,2020.05.18,2
049480,2020.05.12,2020.05.13,5
068760,2020.05.12,2020.05.15,13
115610,2020.05.12,2020.05.19,3
037230,2020.05.12,2020.05.18,5
052600,2020.05.12,2020.05.19,21
222810,2020.05.12,2020.05.13,2
303030,2020.05.12,2020.05.15,0
136540,2020.05.12,2020.05.15,2
900340,2020.05.12,2020.05.19,-4
081150,2020.05.12,2020.05.19,4
039420,2020.05.12,2020.05.13,-2
053210,2020.05.13,2020.05.14,0
009190,2020.05.13,2020.05.18,38
011230,2020.05.13,2020.05.19,7
011090,2020.05.13,2020.05.14,-1
012510,2020.05.13,2020.05.14,0
003520,2020.05.13,2020.05.19,2
025890,2020.05.13,2020.05.18,0
029460,2020.05.13,2020.05.19,10
005070,2020.05.13,2020.05.19,7
005420,2020.05.13,2020.05.19,3
285490,2020.05.13,2020.05.18,3
144510,2020.05.13,2020.05.14,-1
249420,2020.05.13,2020.05.14,0
007980,2020.05.13,2020.05.14,-4
004870,2020.05.13,2020.05.19,2
254120,2020.05.13,2020.05.14,0
000370,2020.05.13,2020.05.15,3
100090,2020.05.13,2020.05.14,-2
312610,2020.05.13,2020.05.19,4
054090,2020.05.13,2020.05.19,34
196490,2020.05.13,2020.05.19,-1
086520,2020.05.13,2020.05.18,2
247540,2020.05.13,2020.05.19,11
091580,2020.05.13,2020.05.19,17
085810,2020.05.13,2020.05.14,-4
243840,2020.05.13,2020.05.19,3
050120,2020.05.13,2020.05.18,9
222080,2020.05.13,2020.05.19,7
058630,2020.05.13,2020.05.14,0
068760,2020.05.13,2020.05.15,3
122310,2020.05.13,2020.05.14,3
057030,2020.05.13,2020.05.15,7
222810,2020.05.13,2020.05.15,-8
123570,2020.05.13,2020.05.14,0
200130,2020.05.13,2020.05.14,2
119850,2020.05.13,2020.05.14,-3
214150,2020.05.13,2020.05.18,21
278280,2020.05.13,2020.05.19,7
131390,2020.05.13,2020.05.19,4
075580,2020.05.14,2020.05.19,0
001380,2020.05.14,2020.05.15,-3
009190,2020.05.14,2020.05.18,42
234080,2020.05.14,2020.05.15,5
096760,2020.05.14,2020.05.15,2
025560,2020.05.14,2020.05.18,-1
047400,2020.05.14,2020.05.18,14
005070,2020.05.14,2020.05.19,8
010660,2020.05.14,2020.05.15,0
067290,2020.05.14,2020.05.15,5
138610,2020.05.14,2020.05.15,-1
267980,2020.05.14,2020.05.15,1
005990,2020.05.14,2020.05.19,0
214680,2020.05.14,2020.05.15,-6
054090,2020.05.14,2020.05.19,26
141080,2020.05.14,2020.05.15,3
100120,2020.05.14,2020.05.15,-1
083930,2020.05.14,2020.05.18,8
122310,2020.05.14,2020.05.15,0
208340,2020.05.14,2020.05.15,2
224060,2020.05.14,2020.05.15,0
037400,2020.05.14,2020.05.15,0
181340,2020.05.14,2020.05.19,0
115180,2020.05.14,2020.05.15,0
048530,2020.05.14,2020.05.15,-3
062860,2020.05.14,2020.05.19,4
145020,2020.05.14,2020.05.15,5
001520,2020.05.15,2020.05.18,11
003960,2020.05.15,2020.05.18,1
023590,2020.05.15,2020.05.18,2
012030,2020.05.15,2020.05.18,-2
001360,2020.05.15,2020.05.18,-1
001515,2020.05.15,2020.05.18,5
009190,2020.05.15,2020.05.18,18
294870,2020.05.15,2020.05.19,0
003220,2020.05.15,2020.05.19,1
096760,2020.05.15,2020.05.18,-1
136490,2020.05.15,2020.05.18,2
003850,2020.05.15,2020.05.18,-2
006200,2020.05.15,2020.05.18,4
047400,2020.05.15,2020.05.18,8
030190,2020.05.15,2020.05.19,-6
014680,2020.05.15,2020.05.19,1
001750,2020.05.15,2020.05.19,-1
014570,2020.05.15,2020.05.18,-2
036640,2020.05.15,2020.05.19,24
000370,2020.05.15,2020.05.18,-3
067290,2020.05.15,2020.05.18,0
036670,2020.05.15,2020.05.18,1
086450,2020.05.15,2020.05.18,0
147760,2020.05.15,2020.05.19,4
036800,2020.05.15,2020.05.18,-6
263800,2020.05.15,2020.05.18,-2
004310,2020.05.15,2020.05.18,-1
054090,2020.05.15,2020.05.19,26
218150,2020.05.15,2020.05.18,4
036810,2020.05.15,2020.05.18,3
046310,2020.05.15,2020.05.19,15
123420,2020.05.15,2020.05.18,-1
033560,2020.05.15,2020.05.18,0
041910,2020.05.15,2020.05.19,4
252500,2020.05.15,2020.05.19,28
241790,2020.05.15,2020.05.18,1
155650,2020.05.15,2020.05.19,4
063570,2020.05.15,2020.05.18,3
027710,2020.05.15,2020.05.18,0
037400,2020.05.15,2020.05.18,0
123570,2020.05.15,2020.05.18,2
045970,2020.05.15,2020.05.19,2
090850,2020.05.15,2020.05.18,-4
042520,2020.05.15,2020.05.19,3
101160,2020.05.15,2020.05.19,11
115180,2020.05.15,2020.05.18,-4
036200,2020.05.15,2020.05.19,0
241690,2020.05.15,2020.05.19,0
131970,2020.05.15,2020.05.19,2
204630,2020.05.15,2020.05.19,25
010240,2020.05.15,2020.05.19,7
005750,2020.05.18,2020.05.19,-2
002700,2020.05.18,2020.05.19,4
001515,2020.05.18,2020.05.19,-1
145990,2020.05.18,2020.05.19,2
004140,2020.05.18,2020.05.19,-2
005960,2020.05.18,2020.05.19,8
006200,2020.05.18,2020.05.19,0
046140,2020.05.18,2020.05.19,-2
005070,2020.05.18,2020.05.19,3
005420,2020.05.18,2020.05.19,2
002460,2020.05.18,2020.05.19,2
000100,2020.05.18,2020.05.19,-2
003350,2020.05.18,2020.05.19,0
285490,2020.05.18,2020.05.19,-1
058820,2020.05.18,2020.05.19,-2
293480,2020.05.18,2020.05.19,-4
078600,2020.05.18,2020.05.19,6
101530,2020.05.18,2020.05.19,0
051490,2020.05.18,2020.05.19,6
005440,2020.05.18,2020.05.19,1
079960,2020.05.18,2020.05.19,2
054090,2020.05.18,2020.05.19,29
127120,2020.05.18,2020.05.19,-12
131090,2020.05.18,2020.05.19,0
218150,2020.05.18,2020.05.19,-4
096870,2020.05.18,2020.05.19,8
053030,2020.05.18,2020.05.19,-3
108320,2020.05.18,2020.05.19,4
140070,2020.05.18,2020.05.19,18
046310,2020.05.18,2020.05.19,8
095910,2020.05.18,2020.05.19,8
041910,2020.05.18,2020.05.19,1
241790,2020.05.18,2020.05.19,0
067920,2020.05.18,2020.05.19,0
094860,2020.05.18,2020.05.19,0
063570,2020.05.18,2020.05.19,-1
053350,2020.05.18,2020.05.19,-1
086890,2020.05.18,2020.05.19,2
183300,2020.05.18,2020.05.19,1
021650,2020.05.18,2020.05.19,1
037230,2020.05.18,2020.05.19,-4
068050,2020.05.18,2020.05.19,0
032940,2020.05.18,2020.05.19,1
030530,2020.05.18,2020.05.19,2
023900,2020.05.18,2020.05.19,0
054920,2020.05.18,2020.05.19,-1
032580,2020.05.18,2020.05.19,29
085660,2020.05.18,2020.05.19,0
011320,2020.05.18,2020.05.19,4
950140,2020.05.18,2020.05.19,-4
115500,2020.05.18,2020.05.19,29
062860,2020.05.18,2020.05.19,7
081150,2020.05.18,2020.05.19,0
